year,zone_index,zone_name,mean_tmax_MAMJ,p95_tmax_MAMJ,hot_days_ge_38C,onset_doy_ge_38C
1983,2,Assam,27.95848846435547,32.282925033569335,0,
1983,3,Chandigarh,31.599185943603516,40.55354614257812,16,128.0
1983,4,Dadra and Nagar Haveli,33.35047149658203,37.22709083557129,2,125.0
1983,5,Delhi,33.511260986328125,41.78839626312256,29,120.0
1983,6,Gujarat,35.195560455322266,39.76668853759765,25,112.0
1983,7,Haryana,33.049354553222656,41.20404834747315,22,120.0
1983,8,Himachal Pradesh,8.620756149291992,16.4667103767395,0,
1983,9,Jammu and Kashmir,-0.9803842306137085,7.467235183715818,0,
1983,10,Kerala,31.283449172973633,34.84736976623535,0,
1983,12,Maharashtra,36.82601547241211,40.23398303985596,51,110.0
1983,13,Manipur,25.103151321411133,29.12845468521118,0,
1983,14,Meghalaya,25.90283203125,29.46854906082153,0,
1983,15,Karnataka,34.44133758544922,37.33014392852783,1,124.0
1983,16,Nagaland,23.823719024658203,28.13797855377197,0,
1983,17,Orissa,35.90028381347656,39.419592475891115,28,93.0
1983,18,Pondicherry,33.49870300292969,35.72964076995849,0,
1983,19,Punjab,31.919281005859375,40.814584732055664,18,128.0
1983,20,Rajasthan,35.4482307434082,41.1398265838623,55,113.0
1983,21,Tamil Nadu,35.95271301269531,38.016343116760254,10,95.0
1983,22,Tripura,29.655277252197266,33.12192096710205,0,
1983,23,West Bengal,33.68202209472656,37.91251449584961,6,93.0
1983,24,Sikkim,8.103484153747559,12.95874433517456,0,
1983,25,Arunachal Pradesh,15.438706398010254,21.514975929260252,0,
1983,26,Mizoram,27.54965591430664,31.052012634277343,0,
1983,27,Daman and Diu,32.4281005859375,35.98662128448486,2,125.0
1983,28,Goa,31.207948684692383,33.47509765625,0,
1983,29,Bihar,34.98313903808594,40.01238498687744,19,99.0
1983,30,Madhya Pradesh,36.166839599609375,41.13350486755371,42,114.0
1983,31,Uttar Pradesh,31.634443283081055,39.230642509460445,11,152.0
1984,0,Andaman & Nicobar,28.758535385131836,29.882115840911865,0,
1984,1,Andhra Pradesh,36.52269744873047,41.14320030212402,41,109.0
1984,2,Assam,29.351282119750977,32.79604034423828,0,
1984,3,Chandigarh,35.13309097290039,42.256097412109376,39,106.0
1984,4,Dadra and Nagar Haveli,35.0410270690918,39.219091796875,21,80.0
1984,5,Delhi,37.61272048950195,44.04283771514893,65,105.0
1984,6,Gujarat,37.35519027709961,40.47588539123535,53,89.0
1984,7,Haryana,37.463680267333984,43.93142299652099,62,105.0
1984,8,Himachal Pradesh,12.090303421020508,19.58481454849243,0,
1984,9,Jammu and Kashmir,1.9771091938018799,11.902530002593988,0,
1984,10,Kerala,29.008922576904297,32.222839546203616,0,
1984,12,Maharashtra,36.91668701171875,40.88643035888672,56,88.0
1984,13,Manipur,26.611177444458008,30.341067123413087,0,
1984,14,Meghalaya,27.213422775268555,30.344253730773925,0,
1984,15,Karnataka,33.20870590209961,36.61858444213867,0,
1984,16,Nagaland,25.28288459777832,27.669183063507077,0,
1984,17,Orissa,35.68803405761719,41.33747901916504,43,90.0
1984,18,Pondicherry,32.565223693847656,35.919718933105464,0,
1984,19,Punjab,36.31917953491211,43.79716167449951,51,106.0
1984,20,Rajasthan,38.47673416137695,43.469888305664064,75,84.0
1984,21,Tamil Nadu,33.75449752807617,37.584757232666014,2,136.0
1984,22,Tripura,31.25727653503418,35.29488773345947,0,
1984,23,West Bengal,33.56888961791992,38.013773918151855,7,94.0
1984,24,Sikkim,9.786995887756348,14.692656660079956,0,
1984,25,Arunachal Pradesh,16.999340057373047,22.43423919677734,0,
1984,26,Mizoram,29.005224227905273,33.015754508972165,0,
1984,27,Daman and Diu,34.34296798706055,38.26483211517334,11,93.0
1984,28,Goa,31.479736328125,35.14570274353027,0,
1984,29,Bihar,34.805442810058594,41.04923763275146,30,91.0
1984,30,Madhya Pradesh,37.132694244384766,42.71123752593994,55,90.0
1984,31,Uttar Pradesh,33.77534484863281,40.24180316925049,16,125.0
1985,0,Andaman & Nicobar,28.874250411987305,30.088945293426512,0,
1985,1,Andhra Pradesh,36.76413345336914,40.216782569885254,50,99.0
1985,2,Assam,28.860963821411133,31.525163078308104,0,
1985,3,Chandigarh,35.61428451538086,41.43229370117187,49,109.0
1985,4,Dadra and Nagar Haveli,34.583763122558594,38.592001342773436,12,67.0
1985,5,Delhi,37.27256393432617,42.750871086120604,67,107.0
1985,6,Gujarat,37.28740692138672,40.84398326873779,35,87.0
1985,7,Haryana,37.04707336425781,42.38284473419189,65,107.0
1985,8,Himachal Pradesh,11.26626968383789,17.462591075897215,0,
1985,9,Jammu and Kashmir,1.0372306108474731,9.81408562660217,0,
1985,10,Kerala,29.66927146911621,33.67728939056396,0,
1985,12,Maharashtra,36.961456298828125,40.650970458984375,48,68.0
1985,13,Manipur,26.064353942871094,28.553726577758788,0,
1985,14,Meghalaya,26.793840408325195,29.034738636016844,0,
1985,15,Karnataka,33.377342224121094,36.54439220428467,0,
1985,16,Nagaland,24.882612228393555,27.370740985870363,0,
1985,17,Orissa,36.56069564819336,39.87132568359375,34,88.0
1985,18,Pondicherry,33.43244934082031,36.44013233184814,1,148.0
1985,19,Punjab,36.27732467651367,42.61368656158447,58,108.0
1985,20,Rajasthan,38.047264099121094,42.548133850097656,70,107.0
1985,21,Tamil Nadu,35.37297439575195,38.230954551696776,8,105.0
1985,22,Tripura,30.653656005859375,33.68356914520263,0,
1985,23,West Bengal,34.29729080200195,37.863085174560545,5,103.0
1985,24,Sikkim,9.606085777282715,13.592642164230345,0,
1985,25,Arunachal Pradesh,16.628427505493164,21.758081722259522,0,
1985,26,Mizoram,28.84556770324707,31.539259338378905,0,
1985,27,Daman and Diu,34.197998046875,37.44564628601074,4,111.0
1985,28,Goa,31.053802490234375,34.01501998901367,0,
1985,29,Bihar,36.42628860473633,40.4263391494751,30,103.0
1985,30,Madhya Pradesh,37.73011779785156,41.179002380371095,56,87.0
1985,31,Uttar Pradesh,34.64475631713867,39.00291004180908,18,136.0
1986,0,Andaman & Nicobar,29.030515670776367,30.311731338500977,0,
1986,1,Andhra Pradesh,36.64433288574219,40.28822498321533,45,88.0
1986,2,Assam,29.601049423217773,33.15344886779785,0,
1986,3,Chandigarh,33.02968215942383,41.085064697265615,25,110.0
1986,4,Dadra and Nagar Haveli,34.405517578125,38.380344581604,9,85.0
1986,5,Delhi,35.4232292175293,42.3691442489624,45,109.0
1986,6,Gujarat,36.9188346862793,40.18637409210205,59,86.0
1986,7,Haryana,35.17198181152344,42.471302604675294,42,109.0
1986,8,Himachal Pradesh,9.406208038330078,17.723551654815672,0,
1986,9,Jammu and Kashmir,-0.34865063428878784,9.701982069015497,0,
1986,10,Kerala,30.464330673217773,33.16016159057617,0,
1986,12,Maharashtra,36.60052490234375,40.113379859924315,59,87.0
1986,13,Manipur,26.844078063964844,30.49820556640625,0,
1986,14,Meghalaya,27.13910675048828,30.40216598510742,0,
1986,15,Karnataka,34.091705322265625,37.1060396194458,0,
1986,16,Nagaland,25.229406356811523,28.832820415496826,0,
1986,17,Orissa,35.394920349121094,39.73163986206055,37,88.0
1986,18,Pondicherry,33.11448287963867,36.22059307098389,0,
1986,19,Punjab,33.843746185302734,42.564235305786134,34,110.0
1986,20,Rajasthan,37.30133819580078,43.46919212341308,62,97.0
1986,21,Tamil Nadu,35.53850555419922,38.286025238037105,9,128.0
1986,22,Tripura,31.656139373779297,35.484182739257804,0,
1986,23,West Bengal,33.59629440307617,37.96878242492676,6,88.0
1986,24,Sikkim,8.431480407714844,13.952396154403683,0,
1986,25,Arunachal Pradesh,16.54317855834961,21.38775539398193,0,
1986,26,Mizoram,29.785722732543945,32.90941047668457,0,
1986,27,Daman and Diu,34.06290817260742,37.65339870452881,3,95.0
1986,28,Goa,31.553325653076172,33.92912311553955,0,
1986,29,Bihar,35.19377517700195,40.5390510559082,26,88.0
1986,30,Madhya Pradesh,36.52273941040039,41.01251754760742,60,98.0
1986,31,Uttar Pradesh,32.55850601196289,37.61930866241455,5,159.0
1987,0,Andaman & Nicobar,29.207904815673828,30.374701690673827,0,
1987,1,Andhra Pradesh,36.696109771728516,39.32038803100586,45,93.0
1987,2,Assam,28.652463912963867,32.00457925796509,0,
1987,3,Chandigarh,33.314292907714844,41.39589233398437,34,110.0
1987,4,Dadra and Nagar Haveli,34.8801155090332,39.430211257934566,16,83.0
1987,5,Delhi,36.2454948425293,42.839031791687006,45,107.0
1987,6,Gujarat,37.19612503051758,40.764029312133786,46,83.0
1987,7,Haryana,35.53719711303711,42.69344806671142,44,108.0
1987,8,Himachal Pradesh,9.4906587600708,17.618284130096434,0,
1987,9,Jammu and Kashmir,-0.4557913541793823,7.700321245193473,0,
1987,10,Kerala,31.494169235229492,34.86088886260986,0,
1987,12,Maharashtra,36.466495513916016,39.8975643157959,48,88.0
1987,13,Manipur,26.690715789794922,31.084740352630615,0,
1987,14,Meghalaya,26.695907592773438,29.947818183898924,0,
1987,15,Karnataka,34.36682891845703,37.32139358520508,2,110.0
1987,16,Nagaland,24.912242889404297,28.597971725463868,0,
1987,17,Orissa,36.122310638427734,39.557833671569824,37,92.0
1987,18,Pondicherry,33.069313049316406,36.656127738952634,0,
1987,19,Punjab,33.55521774291992,42.056200599670404,39,110.0
1987,20,Rajasthan,37.34473419189453,42.12955570220947,61,106.0
1987,21,Tamil Nadu,35.6608772277832,37.7100269317627,4,97.0
1987,22,Tripura,31.424467086791992,34.9795352935791,0,
1987,23,West Bengal,34.31251907348633,38.68573493957519,14,93.0
1987,24,Sikkim,8.63122844696045,13.496134567260741,0,
1987,25,Arunachal Pradesh,16.594093322753906,22.383434009551998,0,
1987,26,Mizoram,29.328142166137695,33.61923675537109,0,
1987,27,Daman and Diu,34.34800720214844,38.90326042175292,10,83.0
1987,28,Goa,31.62493324279785,34.42225666046142,0,
1987,29,Bihar,36.000816345214844,41.46708374023437,43,93.0
1987,30,Madhya Pradesh,36.9520378112793,40.95590686798096,50,97.0
1987,31,Uttar Pradesh,33.59828567504883,39.75719032287598,28,140.0
1988,0,Andaman & Nicobar,29.126354217529297,30.441001224517823,0,
1988,1,Andhra Pradesh,36.770843505859375,40.85148372650146,34,98.0
1988,2,Assam,29.02214241027832,32.80864353179931,0,
1988,3,Chandigarh,35.24204635620117,43.25778198242187,50,103.0
1988,4,Dadra and Nagar Haveli,34.38544845581055,38.51713562011719,10,94.0
1988,5,Delhi,37.29573059082031,44.84424934387207,64,100.0
1988,6,Gujarat,37.39776611328125,41.25414218902588,60,94.0
1988,7,Haryana,36.89850997924805,44.327769088745114,67,100.0
1988,8,Himachal Pradesh,11.010087013244629,18.733784294128416,0,
1988,9,Jammu and Kashmir,0.8867427706718445,12.13899216651916,0,
1988,10,Kerala,29.98296546936035,33.27678661346435,0,
1988,12,Maharashtra,36.81177520751953,41.11360263824463,49,93.0
1988,13,Manipur,26.774967193603516,30.768155384063718,0,
1988,14,Meghalaya,26.719745635986328,30.75431146621704,0,
1988,15,Karnataka,33.91147994995117,36.88075294494629,0,
1988,16,Nagaland,25.184368133544922,28.342029762268066,0,
1988,17,Orissa,35.38539505004883,39.741370010375974,32,95.0
1988,18,Pondicherry,33.4211540222168,35.71954116821289,0,
1988,19,Punjab,35.88386917114258,43.846463966369626,59,104.0
1988,20,Rajasthan,38.289276123046875,43.812987327575684,74,99.0
1988,21,Tamil Nadu,34.957950592041016,37.51829719543457,1,135.0
1988,22,Tripura,31.27384376525879,35.84459934234619,0,
1988,23,West Bengal,33.3707160949707,38.510556602478026,10,96.0
1988,24,Sikkim,9.69490909576416,14.226396560668944,0,
1988,25,Arunachal Pradesh,16.961444854736328,22.448412799835204,0,
1988,26,Mizoram,29.714433670043945,34.59877777099609,0,
1988,27,Daman and Diu,34.33224105834961,38.430684852600095,7,98.0
1988,28,Goa,31.6751766204834,33.984550094604494,0,
1988,29,Bihar,34.984596252441406,40.85181007385254,29,95.0
1988,30,Madhya Pradesh,37.112911224365234,43.175495338439944,56,94.0
1988,31,Uttar Pradesh,33.70573043823242,40.422118759155275,18,130.0
1989,0,Andaman & Nicobar,28.61677360534668,30.30471897125244,0,
1989,1,Andhra Pradesh,35.922996520996094,40.12636470794678,43,95.0
1989,2,Assam,29.440515518188477,32.605076980590816,0,
1989,3,Chandigarh,33.934478759765625,41.156329345703114,30,130.0
1989,4,Dadra and Nagar Haveli,34.1583366394043,39.344139099121094,11,96.0
1989,5,Delhi,36.168983459472656,42.794102859497066,50,109.0
1989,6,Gujarat,36.235225677490234,41.03926887512207,41,97.0
1989,7,Haryana,35.790992736816406,42.931871986389154,48,112.0
1989,8,Himachal Pradesh,9.540133476257324,16.675526618957516,0,
1989,9,Jammu and Kashmir,-0.8551710247993469,7.889666032791133,0,
1989,10,Kerala,29.685882568359375,33.62561950683593,0,
1989,12,Maharashtra,35.45270919799805,40.94020366668701,38,98.0
1989,13,Manipur,26.863056182861328,30.42725706100464,0,
1989,14,Meghalaya,27.22073745727539,30.307281684875488,0,
1989,15,Karnataka,32.94243621826172,36.733483695983885,0,
1989,16,Nagaland,25.433841705322266,28.695612812042235,0,
1989,17,Orissa,35.49702072143555,39.91414108276367,38,99.0
1989,18,Pondicherry,32.860130310058594,35.436809349060056,0,
1989,19,Punjab,34.64318084716797,42.058897972106934,42,129.0
1989,20,Rajasthan,36.90291213989258,44.24734706878662,58,105.0
1989,21,Tamil Nadu,35.085880279541016,38.02581634521484,8,95.0
1989,22,Tripura,31.724185943603516,34.93803367614746,0,
1989,23,West Bengal,33.78905487060547,39.494998359680174,16,100.0
1989,24,Sikkim,9.068801879882812,13.244616031646729,0,
1989,25,Arunachal Pradesh,16.551090240478516,21.542489528656006,0,
1989,26,Mizoram,29.552448272705078,33.26963233947754,0,
1989,27,Daman and Diu,33.601261138916016,37.75140228271484,5,97.0
1989,28,Goa,31.33716583251953,34.79726600646973,1,96.0
1989,29,Bihar,35.01325988769531,40.84463748931885,30,100.0
1989,30,Madhya Pradesh,36.25811767578125,42.45378532409668,54,99.0
1989,31,Uttar Pradesh,32.89751434326172,38.157919311523436,8,130.0
1990,0,Andaman & Nicobar,29.097715377807617,30.277450370788575,0,
1990,1,Andhra Pradesh,34.05680847167969,38.811470413208006,13,103.0
1990,2,Assam,27.28032112121582,31.585568046569822,0,
1990,3,Chandigarh,32.77986145019531,40.69526977539062,31,112.0
1990,4,Dadra and Nagar Haveli,32.93718338012695,37.3595666885376,4,114.0
1990,5,Delhi,35.40869140625,42.45287532806397,57,101.0
1990,6,Gujarat,35.87853240966797,39.63091850280762,23,105.0
1990,7,Haryana,35.25360870361328,42.165651512146,59,107.0
1990,8,Himachal Pradesh,9.949902534484863,17.892178630828855,0,
1990,9,Jammu and Kashmir,0.8176347017288208,13.520550918579099,0,
1990,10,Kerala,29.603971481323242,33.28341445922852,0,
1990,12,Maharashtra,34.098731994628906,39.363088607788086,22,101.0
1990,13,Manipur,24.877159118652344,27.896222496032713,0,
1990,14,Meghalaya,25.35420799255371,28.776162719726564,0,
1990,15,Karnataka,32.45173263549805,36.546328163146974,0,
1990,16,Nagaland,23.498172760009766,27.382400512695312,0,
1990,17,Orissa,32.39800262451172,38.50257968902588,9,109.0
1990,18,Pondicherry,32.47450256347656,34.664394760131835,0,
1990,19,Punjab,34.21833419799805,42.069984436035156,52,112.0
1990,20,Rajasthan,36.441368103027344,41.60073108673095,63,105.0
1990,21,Tamil Nadu,34.646209716796875,37.58597545623779,1,113.0
1990,22,Tripura,29.513717651367188,32.56671409606933,0,
1990,23,West Bengal,31.278656005859375,35.87355003356933,0,
1990,24,Sikkim,8.342841148376465,14.026560306549069,0,
1990,25,Arunachal Pradesh,15.930354118347168,21.60518350601196,0,
1990,26,Mizoram,27.446760177612305,31.109867668151857,0,
1990,27,Daman and Diu,33.26303482055664,36.380264854431154,4,114.0
1990,28,Goa,30.61001968383789,34.216089439392086,0,
1990,29,Bihar,33.21680450439453,39.17890872955322,15,102.0
1990,30,Madhya Pradesh,34.57769775390625,40.320347404479975,22,101.0
1990,31,Uttar Pradesh,31.84517478942871,38.165975379943845,7,154.0
1991,0,Andaman & Nicobar,29.47962760925293,30.845934104919433,0,
1991,1,Andhra Pradesh,35.82719802856445,39.55034370422363,31,90.0
1991,2,Assam,28.191518783569336,31.35577630996704,0,
1991,3,Chandigarh,32.95994186401367,40.51619262695313,30,121.0
1991,4,Dadra and Nagar Haveli,34.484066009521484,39.1796215057373,11,85.0
1991,5,Delhi,35.959922790527344,42.54455299377441,53,111.0
1991,6,Gujarat,36.944435119628906,40.43413791656494,44,86.0
1991,7,Haryana,35.3792610168457,41.77210540771485,51,111.0
1991,8,Himachal Pradesh,9.527501106262207,16.21255044937133,0,
1991,9,Jammu and Kashmir,-0.2305782288312912,8.26017050743103,0,
1991,10,Kerala,30.077098846435547,33.095955276489256,0,
1991,12,Maharashtra,36.026939392089844,40.22342758178711,52,88.0
1991,13,Manipur,25.8581485748291,28.383786487579346,0,
1991,14,Meghalaya,26.13840103149414,29.097711944580077,0,
1991,15,Karnataka,33.330074310302734,36.16841163635254,0,
1991,16,Nagaland,24.42768669128418,27.210215473175047,0,
1991,17,Orissa,35.10044479370117,39.6111478805542,25,90.0
1991,18,Pondicherry,32.670894622802734,35.13229961395263,0,
1991,19,Punjab,33.459510803222656,40.58689308166504,39,121.0
1991,20,Rajasthan,37.128780364990234,42.53792724609375,70,88.0
1991,21,Tamil Nadu,34.857364654541016,37.61954307556152,1,145.0
1991,22,Tripura,30.472301483154297,33.99592628479004,0,
1991,23,West Bengal,33.39597702026367,36.695573806762695,0,
1991,24,Sikkim,8.923991203308105,12.975765800476074,0,
1991,25,Arunachal Pradesh,16.38184928894043,20.93892316818237,0,
1991,26,Mizoram,28.4576473236084,32.07029476165771,0,
1991,27,Daman and Diu,34.344818115234375,38.28076934814453,8,87.0
1991,28,Goa,31.931922912597656,34.45909729003906,0,
1991,29,Bihar,34.96382141113281,39.82625179290771,23,112.0
1991,30,Madhya Pradesh,36.55769348144531,41.601861000061035,48,89.0
1991,31,Uttar Pradesh,32.793399810791016,37.84817638397217,4,134.0
1992,0,Andaman & Nicobar,29.392742156982422,31.021158027648926,0,
1992,1,Andhra Pradesh,36.7666130065918,39.09955196380615,34,88.0
1992,2,Assam,28.718181610107422,32.218763160705564,0,
1992,3,Chandigarh,33.743690490722656,41.29484252929687,30,111.0
1992,4,Dadra and Nagar Haveli,34.56644058227539,38.171682548522945,8,105.0
1992,5,Delhi,36.333438873291016,42.704483604431154,60,109.0
1992,6,Gujarat,36.51771545410156,40.26969242095947,54,116.0
1992,7,Haryana,35.726318359375,42.55741653442383,54,110.0
1992,8,Himachal Pradesh,9.672657012939453,16.938856506347655,0,
1992,9,Jammu and Kashmir,-0.24321359395980835,9.209664964675902,0,
1992,10,Kerala,30.59355354309082,34.56718692779541,0,
1992,12,Maharashtra,36.62530517578125,39.60826454162598,49,87.0
1992,13,Manipur,26.670284271240234,30.021132564544676,0,
1992,14,Meghalaya,27.088180541992188,30.328009891510003,0,
1992,15,Karnataka,33.71626281738281,36.534784126281735,0,
1992,16,Nagaland,24.67168426513672,27.560784244537352,0,
1992,17,Orissa,35.95408630371094,38.95835571289062,25,88.0
1992,18,Pondicherry,33.04534149169922,35.36545639038086,0,
1992,19,Punjab,34.101619720458984,42.36654987335204,40,119.0
1992,20,Rajasthan,36.81474685668945,43.04811172485351,60,117.0
1992,21,Tamil Nadu,35.327362060546875,37.52663459777832,2,96.0
1992,22,Tripura,31.921852111816406,35.370809555053704,0,
1992,23,West Bengal,34.20165252685547,38.31096515655518,9,101.0
1992,24,Sikkim,9.181120872497559,13.300991630554197,0,
1992,25,Arunachal Pradesh,15.997657775878906,20.89048223495483,0,
1992,26,Mizoram,29.479644775390625,32.83001518249512,0,
1992,27,Daman and Diu,34.12130355834961,37.61787166595459,6,118.0
1992,28,Goa,31.60194206237793,34.205035018920896,0,
1992,29,Bihar,35.900657653808594,39.94478549957275,37,101.0
1992,30,Madhya Pradesh,37.259483337402344,41.384715461730956,58,103.0
1992,31,Uttar Pradesh,33.343101501464844,38.07802276611328,7,134.0
1993,0,Andaman & Nicobar,29.405399322509766,30.97404842376709,0,
1993,1,Andhra Pradesh,36.543087005615234,40.433761787414554,34,111.0
1993,2,Assam,27.636425018310547,31.39205150604248,0,
1993,3,Chandigarh,33.558990478515625,42.007232666015625,37,112.0
1993,4,Dadra and Nagar Haveli,34.125850677490234,37.77332038879394,4,113.0
1993,5,Delhi,36.069881439208984,44.20155525207519,58,110.0
1993,6,Gujarat,36.4853401184082,40.276643943786624,50,107.0
1993,7,Haryana,35.74081802368164,43.80149688720703,58,111.0
1993,8,Himachal Pradesh,10.384062767028809,18.62165813446045,0,
1993,9,Jammu and Kashmir,0.8256374001502991,10.71974182128906,0,
1993,10,Kerala,30.04094696044922,33.01125965118408,0,
1993,12,Maharashtra,35.94874572753906,40.47245445251465,48,107.0
1993,13,Manipur,24.919994354248047,27.696737670898436,0,
1993,14,Meghalaya,25.67691421508789,29.073939418792722,0,
1993,15,Karnataka,33.28205871582031,37.082811164855954,0,
1993,16,Nagaland,23.774314880371094,27.170573234558105,0,
1993,17,Orissa,35.08872985839844,40.531425666809085,22,117.0
1993,18,Pondicherry,33.00263977050781,35.2406530380249,0,
